,,,,,,"ICC(2,1)","ICC(2,1)","ICC(2,1)","ICC(2,1)","ICC(2,1)","ICC(2,1)","ICC(2,k)","ICC(2,k)","ICC(2,k)","ICC(2,k)","ICC(2,k)","ICC(2,k)","ICC(3,1)","ICC(3,1)","ICC(3,1)","ICC(3,1)","ICC(3,1)","ICC(3,1)","ICC(3,k)","ICC(3,k)","ICC(3,k)","ICC(3,k)","ICC(3,k)","ICC(3,k)",CV,CV
,,,,,,ICC,F,df1,df2,pval,CI95%,ICC,F,df1,df2,pval,CI95%,ICC,F,df1,df2,pval,CI95%,ICC,F,df1,df2,pval,CI95%,WCV,pval
parc,measure,connections,metric,stat,map,,,,,,,,,,,,,,,,,,,,,,,,,,
Schaefer100,pearson,all,inverted,poly2,Dorsal Somatomotor,0.5388166591723504,3.383349033360877,111,111,2.4309069092813367e-10,[0.39 0.66],0.7003000077503085,3.383349033360877,111,111,2.4309069092813367e-10,[0.57 0.79],0.5437278699965798,3.383349033360877,111,111,2.4309069092813367e-10,[0.4  0.66],0.7044348690780383,3.383349033360877,111,111,2.4309069092813367e-10,[0.57 0.8 ],0.1274744734826201,0.001
Schaefer100,pearson,all,inverted,poly2,Lateral Somatomotor,0.6162525358925215,4.2767803314371164,111,111,1.0879938208355444e-13,[0.49 0.72],0.7625696136058547,4.2767803314371164,111,111,1.0879938208355444e-13,[0.66 0.84],0.6209810008416049,4.2767803314371164,111,111,1.0879938208355444e-13,[0.49 0.72],0.7661792464183045,4.2767803314371164,111,111,1.0879938208355444e-13,[0.66 0.84],0.12650417977509396,0.001
Schaefer100,pearson,all,inverted,poly2,Salience,0.5000746946766764,3.042577415380396,111,111,5.7324103154066704e-09,[0.35 0.63],0.6667330586287394,3.042577415380396,111,111,5.7324103154066704e-09,[0.52 0.77],0.5052661224517812,3.042577415380396,111,111,5.7324103154066704e-09,[0.35 0.63],0.6713312880898461,3.042577415380396,111,111,5.7324103154066704e-09,[0.52 0.77],14.444171012640558,0.6659999999999999
Schaefer100,pearson,all,inverted,poly2,Ventral Attention,0.4222707995265642,2.468977608713336,111,111,1.4825528886292684e-06,[0.26 0.56],0.5937980301179309,2.468977608713336,111,111,1.4825528886292684e-06,[0.41 0.72],0.42346125412385943,2.468977608713336,111,111,1.4825528886292684e-06,[0.26 0.56],0.5949740506066671,2.468977608713336,111,111,1.4825528886292684e-06,[0.41 0.72],0.3506067936605505,0.001
Schaefer100,pearson,all,inverted,poly2,Visual,0.6109398252087616,4.603063619780913,111,111,7.97869247328901e-15,[0.45 0.73],0.7584886978997988,4.603063619780913,111,111,7.97869247328901e-15,[0.62 0.84],0.6430524199405392,4.603063619780913,111,111,7.97869247328901e-15,[0.52 0.74],0.7827533828334104,4.603063619780913,111,111,7.97869247328901e-15,[0.68 0.85],0.16665716143235548,0.001
Schaefer200,pearson,all,original,auc,Auditory,0.6255315578978486,4.317640244503751,111,111,7.798770471531075e-14,[0.5  0.73],0.7696332376429423,4.317640244503751,111,111,7.798770471531075e-14,[0.67 0.84],0.6238933233463515,4.317640244503751,111,111,7.798770471531075e-14,[0.5  0.73],0.7683920050372479,4.317640244503751,111,111,7.798770471531075e-14,[0.66 0.84],0.14030746570170674,0.001
Schaefer200,pearson,all,original,auc,Cingulo-Opercular,0.5543793164405083,3.5201464714026844,111,111,7.069257977513867e-11,[0.41 0.67],0.7133127809626594,3.5201464714026844,111,111,7.069257977513867e-11,[0.58 0.8 ],0.5575364620033291,3.5201464714026844,111,111,7.069257977513867e-11,[0.42 0.67],0.7159209117791265,3.5201464714026844,111,111,7.069257977513867e-11,[0.59 0.8 ],0.11489676168703225,0.001
Schaefer200,pearson,all,original,auc,Dorsal Attention,0.4653375053410935,2.8128036187869894,111,111,5.143972424624211e-08,[0.31 0.6 ],0.6351267249285,2.8128036187869894,111,111,5.143972424624211e-08,[0.47 0.75],0.47545160990056895,2.8128036187869894,111,111,5.143972424624211e-08,[0.32 0.61],0.6444828237133575,2.8128036187869894,111,111,5.143972424624211e-08,[0.48 0.76],0.12924950019384937,0.001
Schaefer200,pearson,all,original,auc,Default Mode,0.555226383920519,3.7066668093079644,111,111,1.3545933486660609e-11,[0.4  0.68],0.7140135862675723,3.7066668093079644,111,111,1.3545933486660609e-11,[0.57 0.81],0.5750708344077438,3.7066668093079644,111,111,1.3545933486660609e-11,[0.44 0.69],0.7302158377200619,3.7066668093079644,111,111,1.3545933486660609e-11,[0.61 0.81],0.1335986207401898,0.001
Schaefer200,pearson,all,original,auc,Frontoparietal,0.4049796662581654,2.354714395853647,111,111,4.595315166711251e-06,[0.24 0.55],0.576491853916625,2.354714395853647,111,111,4.595315166711251e-06,[0.38 0.71],0.4038240624978521,2.354714395853647,111,111,4.595315166711251e-06,[0.24 0.55],0.5753200465581418,2.354714395853647,111,111,4.595315166711251e-06,[0.38 0.71],0.16357370862294693,0.001
