parc,metric,map,effect,converged,df_model,df_resid,beta,chi2,p,pmeff
Schaefer200,inverted,5HT6,treat,True,7,98,0.4328634510293854,0.06872377921537481,0.7932040989996872,0.9999998553011172
Schaefer200,inverted,5HT6,session,True,7,98,0.4328634510293854,0.11623066095903137,0.7331591546303564,0.999998151783584
Schaefer200,inverted,5HT6,treat*session,True,7,98,0.4328634510293854,2.3269476910490505,0.12715098158772456,0.7430629797794106
Schaefer200,inverted,5HTT,treat,True,7,98,0.16918912949733092,0.12701829277726542,0.7215438312689533,0.9999971708123027
Schaefer200,inverted,5HTT,session,True,7,98,0.16918912949733092,0.07492682735444962,0.7842939260004416,0.9999997794360148
Schaefer200,inverted,5HTT,treat*session,True,7,98,0.16918912949733092,0.23979537942615248,0.6243539415819499,0.999943646207354
Schaefer200,inverted,MOR,treat,True,7,98,-0.22244703785279024,0.007870966991544461,0.9293056531557798,0.9999999999968208
Schaefer200,inverted,MOR,session,True,7,98,-0.22244703785279024,0.0648932006882069,0.7989228082034299,0.9999998906638402
Schaefer200,inverted,MOR,treat*session,True,7,98,-0.22244703785279024,0.5358099610747838,0.46417442085435423,0.9980401082000406
Schaefer200,inverted,KOR,treat,True,7,98,-0.410968827719845,5.59028129000077,0.018060395691697248,0.166499012440121
Schaefer200,inverted,KOR,session,True,7,98,-0.410968827719845,0.13466606791888683,0.7136423236480294,0.9999962581012015
Schaefer200,inverted,KOR,treat*session,True,7,98,-0.410968827719845,1.3788410600623315,0.24029865561720465,0.9358334239263412
Schaefer200,inverted,CB1,treat,True,7,98,0.0298517553642363,0.11988679106611884,0.7291573061846212,0.9999978553652833
Schaefer200,inverted,CB1,session,True,7,98,0.0298517553642363,2.383395392752861,0.12263075185590916,0.7294528584883462
Schaefer200,inverted,CB1,treat*session,True,7,98,0.0298517553642363,0.009084132619552434,0.9240680311209603,0.9999999999935062
